title,service,citation,dataDownload,description,license,organization,organization-long,source,short-description,subtitle,id
"Social Vulnerability Index (2006-2010) -- U.S. (North Carolina) ","308","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_NC.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",6cc753bb-ba51-4959-bfe4-e0a270252ac2
"Heating Degree Days - U.S. (Divisional)","197","","","Temperature data, however, are not readily available on a daily basis for climate divisions. Therefore, equations which relate the historical temperature of State climate divisions to nearby weather stations (which have temperature data accessible daily) are used to estimate climate division temperatures. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://www7.ncdc.noaa.gov/CDO/CDODivisionalSelect.jsp","Degree days are estimated for State climate divisions and then population weighted to more accurately reflect temperature-related energy consumption at the State, regional, and national levels","NOAA NCEI Indices",6e05863a-061a-418e-9f2f-3e0eaec3f0df
"USGS Land Cover (2001) -- U.S. (Hawaii)","288","Homer, C., Dewitz, J., Fry, J., Coan, M., Hossain, N., Larson, C., Herold, N., McKerrow, A., VanDriel, J.N., and Wickham, J. 2007. Completion of the 2001 National Land Cover Database for the Conterminous United States. Photogrammetric Engineering and Remote Sensing, Vol. 73, No. 4, pp 337-341. ","","NLCD 2001 is based primarily on a decision-tree classification of circa 2001 Landsat satellite data. NLCD 2001 improves on NLCD92 in that it is comprised of three different elements: land cover, percent developed impervious surface and percent tree canopy density. NLCD 2001 also uses improved classification algorithms, which have resulted in data with more precise rendering of spatial boundaries between the land cover classes.","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd01_data.php","National Land Cover Database 2001 (NLCD 2001) is a 16-class (additional four classes in Alaska only) land cover classification scheme that has been applied consistently across all 50 United States and Puerto Rico at a spatial resolution of 30 meters.","USGS National Land Cover Database ",6f338fdd-af74-4e59-b1cd-1460cb3b274c
"USGS Land Cover - Impervious Surface (2001) -- U.S. ","324","Homer, C., Dewitz, J., Fry, J., Coan, M., Hossain, N., Larson, C., Herold, N., McKerrow, A., VanDriel, J.N., and Wickham, J. 2007. Completion of the 2001 National Land Cover Database for the Conterminous United States. Photogrammetric Engineering and Remote Sensing, Vol. 73, No. 4, pp 337-341. ","","NLCD 2001 is based primarily on a decision-tree classification of circa 2001 Landsat satellite data. NLCD 2001 improves on NLCD92 in that it is comprised of three different elements: land cover, percent developed impervious surface and percent tree canopy density. NLCD 2001 also uses improved classification algorithms, which have resulted in data with more precise rendering of spatial boundaries between the land cover classes.","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd01_data.php","National Land Cover Database 2001 (NLCD 2001) is a 16-class (additional four classes in Alaska only) land cover classification scheme that has been applied consistently across all 50 United States and Puerto Rico at a spatial resolution of 30 meters.","USGS National Land Cover Database",714e30c6-a8df-41f5-bb67-cfc09a0a4347
"USGS Land Cover (2011) -- U.S. (Alaska)","287","Homer, C., Dewitz, J., Fry, J., Coan, M., Hossain, N., Larson, C., Herold, N., McKerrow, A., VanDriel, J.N., and Wickham, J. 2007. Completion of the 2001 National Land Cover Database for the Conterminous United States. Photogrammetric Engineering and Remote Sensing, Vol. 73, No. 4, pp 337-341. ","","NLCD 2001 is based primarily on a decision-tree classification of circa 2001 Landsat satellite data. NLCD 2001 improves on NLCD92 in that it is comprised of three different elements: land cover, percent developed impervious surface and percent tree canopy density. NLCD 2001 also uses improved classification algorithms, which have resulted in data with more precise rendering of spatial boundaries between the land cover classes.","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd01_data.php","National Land Cover Database 2001 (NLCD 2001) is a 16-class (additional four classes in Alaska only) land cover classification scheme that has been applied consistently across all 50 United States and Puerto Rico at a spatial resolution of 30 meters.","USGS National Land Cover Database",75534196-8c04-40d8-b0a6-b48dca00ed7a
"Hurricane Tracks - Cat 3-5 Hurricanes Small Scale (1848-present) -- Global","331","","","Users may use this site to search for storms by location, ocean basin, hurricane category/scale, storm name, and atmospheric pressure.","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/hurricanes/","This Historical Hurricane Tracks web site provides visualizations of storm tracks derived from the 6-hourly (0000, 0600, 1200, 1800 UTC) center locations and intensities for subtropical depressions and storms, extratropical storms, tropical depressions and storms, and all hurricanes, from 1848 through the previous Atlantic hurricane season (June 1 through November 30) as recorded in the International Best Track Archive for Climate Stewardship (IBTrACS, http://www.ncdc.noaa.gov/oa/ibtracs/index.php) data set. ","IBTrACS Historical Hurricane Tracks",75e81bee-f3b7-45eb-bb64-08d4466d42b3
"Coastline -- U.S.","254","","","","U.S. Government Work","DOT","Department of Transportation","http://geoplatform.maps.arcgis.com/home/item.html?id=790e540fb71943cc991d796ea740d24c","The line where shore and water meet. Although the terminology of coasts and shores is rather confused, shoreline and coastline are generally used as synonyms. (IHO Dictionary, S-32, 5th Edition, 858,4695) Distinction: canal bank; lake shore; river bank; shoreline construction;","USACE Transportation Water ",7d55bced-cc86-4400-aa8b-4caafa0a22bf
"USGS Land Cover - Canopy (2001) -- U.S. (Hawaii)","327","Homer, C., Dewitz, J., Fry, J., Coan, M., Hossain, N., Larson, C., Herold, N., McKerrow, A., VanDriel, J.N., and Wickham, J. 2007. Completion of the 2001 National Land Cover Database for the Conterminous United States. Photogrammetric Engineering and Remote Sensing, Vol. 73, No. 4, pp 337-341. ","","NLCD 2001 is based primarily on a decision-tree classification of circa 2001 Landsat satellite data. NLCD 2001 improves on NLCD92 in that it is comprised of three different elements: land cover, percent developed impervious surface and percent tree canopy density. NLCD 2001 also uses improved classification algorithms, which have resulted in data with more precise rendering of spatial boundaries between the land cover classes.","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd01_data.php","National Land Cover Database 2001 (NLCD 2001) is a 16-class (additional four classes in Alaska only) land cover classification scheme that has been applied consistently across all 50 United States and Puerto Rico at a spatial resolution of 30 meters.","USGS National Land Cover Database",7e48ae0a-d2f1-4a9f-a5a1-82daa2abaf68
"Hourly Climate Normals (1981-2010) -- U.S. ","101","","","NOAA Climate Normals are a large suite of data products that provide users with many tools to understand typical climate conditions for thousands of locations across the United States. As many NWS stations as possible are used, including those from the NWS Cooperative Observer Program (COOP) Network as well as some additional stations that have a Weather Bureau Army-Navy (WBAN) station identification number, including stations from the Climate Reference Network (CRN). The comprehensive U.S. Climate Normals dataset includes various derived products including daily air temperature normals (including maximum and minimum temperature normal, heating and cooling degree day normal, and others), precipitation normals (including snowfall and snow depth, percentiles, frequencies and other), and hourly normals (all normal derived from hourly data including temperature, dew point, heat index, wind chill, wind, cloudiness, heating and cooling degree hours, pressure normals). Users can access the data either by product or by station. Included in the dataset is extensive documentation to describe station metadata, filename descriptions, and methodology of producing the data. All data utilized in the computation of the 1981-2010 Climate Normals were taken from the ISD Lite (a subset of derived Integrated Surface Data), the Global Historical Climatology Network-Daily dataset, and standardized monthly temperature data (COOP). These source datasets (including intermediate datasets used in the computation of products) are also archived at the NOAA NCDC.","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://gis.ncdc.noaa.gov/all-records/catalog/search/resource/details.page?id=gov.noaa.ncdc:C00824","The U.S. Hourly Climate Normals for 1981 to 2010 are 30-year averages of meteorological parameters for thousands of U.S. stations located across the 50 states, as well as U.S. territories, commonwealths, the Compact of Free Association nations, and one station inCanada.","NOAA NCEI Hourly Climate Normals ",7f684e43-2cdb-408d-a4c2-5a86da42be05
"Precipitation Index - U.S. (Divisional)","195","","","","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://www.ncdc.noaa.gov/temp-and-precip/us-maps/","Current, 3-Month, 6-Month, 12-Month, and Year-to-Date Divisional  Precipitation Rank Maps","NOAA NCEI Indices",8250690e-4817-4fad-b097-db22ffb8a34d
"Natural Land Cover  - Potentially Restorable Wetlands -- U.S. ","90","","","Beginning two centuries ago, many wetlands were turned into farm fields or urban areas, yet wetlands play an important role in removing water pollution, regulating water storage and flows, and providing habitat for wildlife. Potentially restorable wetlands for this map are lands currently in agriculture that naturally accumulate water and historically had poor drainage and hydric soils. By restoring some of these wetlands, it is hoped that the benefits of wetlands would also be restored. This dataset was produced by the US EPA to support research and online mapping activities related to the EnviroAtlas. EnviroAtlas (https://www.epa.gov/enviroatlas) allows the user to interact with a web-based, easy-to-use, mapping application to view and analyze multiple ecosystem services for the contiguous United States. The dataset is available as downloadable data (https://edg.epa.gov/data/Public/ORD/EnviroAtlas) or as an EnviroAtlas map service. Additional descriptive information about each attribute in this dataset can be found in its associated EnviroAtlas Fact Sheet (https://www.epa.gov/enviroatlas/enviroatlas-fact-sheets).","U.S. Government Work","EPA","U.S. Environmental Protection Agency","https://edg.epa.gov/data/Public/ORD/EnviroAtlas/National","This EnviroAtlas web service supports research and online mapping activities related to EnviroAtlas (https://www.epa.gov/enviroatlas). This EnviroAtlas dataset shows potentially restorable wetlands at 30 meter resolution.","EnviroAtlas Landcover",833f35f2-e6a8-41a4-affa-628f2bb28ea0
"USGS Land Cover - Impervious Surface (2011) -- U.S.","283","Homer, C.G., Dewitz, J.A., Yang, L., Jin, S., Danielson, P., Xian, G., Coulston, J., Herold, N.D., Wickham, J.D., and Megown, K., 2015, Completion of the 2011 National Land Cover Database for the conterminous United States-Representing a decade of land cover change information. Photogrammetric Engineering and Remote Sensing, v. 81, no. 5, p. 345-357","","As with two previous NLCD land cover products NLCD 2011 keeps the same 16-class land cover classification scheme that has been applied consistently across the United States at a spatial resolution of 30 meters. NLCD 2011 is based primarily on a decision-tree classification of circa 2011 Landsat satellite data. ","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd11_data.php","National Land Cover Database 2011 (NLCD 2011) is the most recent national land cover product created by the Multi-Resolution Land Characteristics (MRLC) Consortium. NLCD 2011 provides - for the first time - the capability to assess wall-to-wall, spatially explicit, national land cover changes and trends across the United States from 2001 to 2011. ","USGS National Land Cover Database",836f543d-88d4-4e39-b0a3-9ee71633726f
"Natural Land Cover - Water Missing (2006) -- U.S. ","123","","","EnviroAtlas (https://www.epa.gov/enviroatlas) allows the user to interact with a web-based, easy-to-use, mapping application to view and analyze multiple ecosystem services for the contiguous United States. The dataset is available as downloadable data (https://edg.epa.gov/data/Public/ORD/EnviroAtlas) or as an EnviroAtlas map service. Additional descriptive information about each attribute in this dataset can be found in its associated EnviroAtlas Fact Sheet (https://www.epa.gov/enviroatlas/enviroatlas-fact-sheets).","U.S. Government Work","EPA","U.S. Environmental Protection Agency","https://edg.epa.gov/data/Public/ORD/EnviroAtlas/National","This EnviroAtlas dataset categorizes land cover into structural elements (e.g. core, edge, connector, etc.). Water is treated as missing in this dataset. This dataset was produced by the US EPA to support research and online mapping activities related to EnviroAtlas.","EnviroAtlas Landcover",872c46d7-9753-441e-a541-7514cae00e03
"Canals -- U.S. ","253","","","","U.S. Government Work","DOT","Department of Transportation","http://geoplatform.maps.arcgis.com/home/item.html?id=790e540fb71943cc991d796ea740d24c","An artificial waterway with no flow, or a controlled flow, used for navigation, or for draining or irrigating land (ditch). (United States Geological Survey, Jan.89) Distinction: canal bank; river; lake; tideway;","USACE Transportation Water ",8ebb2199-a40f-4d23-a21e-44db166e59cd
"Projected Average Annual Precipitation - Higher Emissions (2041-2070) -- Global","10009","","","The NASA Earth Exchange Global Daily Downscaled Projections (NEX-GDDP) dataset is comprised of downscaled climate scenarios for the globe that are derived from the General Circulation Model (GCM) runs conducted under the Coupled Model Intercomparison Project Phase 5 (CMIP5) and across two of the four greenhouse gas emissions scenarios known as Representative Concentration Pathways (RCPs). The CMIP5 GCM runs were developed in support of the Fifth Assessment Report of the Intergovernmental Panel on Climate Change (IPCC AR5). The NEX-GDDP dataset includes downscaled projections for RCP 4.5 and RCP 8.5 from the 21 models and scenarios for which daily scenarios were produced and distributed under CMIP5. Further information on the methodology can be found at https://nex.nasa.gov/nex/static/media/other/NEX-GDDP_Tech_Note_v1_08June2015.pdf. ","CC-BY-4.0","WRI","World Resources Institute","https://cds.nccs.nasa.gov/nex-gddp/","This map shows average annual precipitation between 2041-2070 derived from the ensemble average of the NASA NEX Global Daily Downscaled Projections under a higher emissions (RCP8.5) scenario. Values are reported in mm/year equivalent.","NASA NEX GDDP - ensemble average precipitation RCP8.5",90ff981d-200e-4010-be0e-b7b00768fa50
"Fixed-Guideway Transit Lines (2004) -- U.S. ","267","","","","U.S. Government Work","DOT","Department of Transportation","http://www.bts.gov/programs/geographic_information_services/","Version 2004 of the Fixed-Guideway Transit Network is a network database of the nation's fixed-guideway transit systems (NTAD 2015). The data set covers systems in cities defined as FTA's universe of cities and includes heavy rail, light rail, monorail, cable car, inclined plane, and automated guideway.","UT Fixed-Guideway Transit Lines",92b949a1-1c7b-4164-87ea-bf0513440adb
"Projected Average Annual Precipitation - Lower Emissions (2041-2070) -- Global","10008","","","The NASA Earth Exchange Global Daily Downscaled Projections (NEX-GDDP) dataset is comprised of downscaled climate scenarios for the globe that are derived from the General Circulation Model (GCM) runs conducted under the Coupled Model Intercomparison Project Phase 5 (CMIP5) and across two of the four greenhouse gas emissions scenarios known as Representative Concentration Pathways (RCPs). The CMIP5 GCM runs were developed in support of the Fifth Assessment Report of the Intergovernmental Panel on Climate Change (IPCC AR5). The NEX-GDDP dataset includes downscaled projections for RCP 4.5 and RCP 8.5 from the 21 models and scenarios for which daily scenarios were produced and distributed under CMIP5. Further information on the methodology can be found at https://nex.nasa.gov/nex/static/media/other/NEX-GDDP_Tech_Note_v1_08June2015.pdf. ","CC-BY-4.0","WRI","World Resources Institute","https://cds.nccs.nasa.gov/nex-gddp/","This map shows average annual precipitation between 2041-2070 derived from the ensemble average of the NASA NEX Global Daily Downscaled Projections under a lower emissions (RCP4.5) scenario. Values are reported in mm/year equivalent.","NASA NEX GDDP - ensemble average precipitation RCP4.5",96de2bbb-1f9e-4303-abc8-4e29cc381f3d
"Drought Monitor -- U.S.","10016","The U.S. Drought Monitor is jointly produced by the National Drought Mitigation Center at the University of Nebraska-Lincoln, the United States Department of Agriculture, and the National Oceanic and Atmospheric Administration","","The U.S. Drought Monitor, established in 1999, is a weekly map of drought conditions that is produced jointly by the National Oceanic and Atmospheric Administration, the U.S. Department of Agriculture, and the National Drought Mitigation Center (NDMC) at the University of Nebraska-Lincoln. The U.S. Drought Monitor website is hosted and maintained by the NDMC. U.S. Drought Monitor maps come out every Thursday morning at 8:30 Eastern Time, based on data through 7 a.m. Eastern Standard Time (8 a.m. Eastern Daylight Time) the preceding Tuesday. The map is based on measurements of climatic, hydrologic and soil conditions as well as reported impacts and observations from more than 350 contributors around the country. Eleven climatologists from the partner organizations take turns serving as the lead author each week. The authors examine all the data and use their best judgment to reconcile any differences in what different sources are saying. For more information about the U.S. Drought Monitor please see http://droughtmonitor.unl.edu/AboutUSDM.aspx","U.S. Government Work","USDMC","","http://droughtmonitor.unl.edu/MapsAndData/GISData.aspx","","U.S. Drought Mitigation Center",981bcddf-1f9d-4a1b-8b9a-0f95a1942bc9
"Airports -- U.S. ","263","","","","U.S. Government Work","DOT","Department of Transportation","http://maps.bts.dot.gov","The Airports database (NTAD 2015) is a geographic point database of aircraft landing facilities in the United States and U.S. Territories. Attribute data is provided on the physical and operational characteristics of the landing facility, current usage including enplanements and aircraft operations, congestion levels and usage categories. This geospatial data is derived from the FAA's National Airspace System Resource Aeronautical Data Product.","FAA Aircraft Landing Facilities",99b5448e-ad2e-4817-b3b3-c7c2669cf6e0
"Controlled Public-Use Airports -- U.S. ","251","","","","U.S. Government Work","DOT","Department of Transportation","http://maps.bts.dot.gov","The Airports database is a geographic point database of aircraft landing facilities in the United States and U.S. Territories. Attribute data is provided on the physical and operational characteristics of the landing facility, current usage including enplanements and aircraft operations, congestion levels and usage categories. This geospatial data is derived from the FAA's National Airspace System Resource Aeronautical Data Product.","FAA Controlled Public-Use Airports",9e57eb35-b6bb-4361-a77f-1888a54ecd5c
"USGS Land Cover (2001) -- U.S. (Hawaii)","288","Homer, C., Dewitz, J., Fry, J., Coan, M., Hossain, N., Larson, C., Herold, N., McKerrow, A., VanDriel, J.N., and Wickham, J. 2007. Completion of the 2001 National Land Cover Database for the Conterminous United States. Photogrammetric Engineering and Remote Sensing, Vol. 73, No. 4, pp 337-341. ","","NLCD 2001 is based primarily on a decision-tree classification of circa 2001 Landsat satellite data. NLCD 2001 improves on NLCD92 in that it is comprised of three different elements: land cover, percent developed impervious surface and percent tree canopy density. NLCD 2001 also uses improved classification algorithms, which have resulted in data with more precise rendering of spatial boundaries between the land cover classes.","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd01_data.php","National Land Cover Database 2001 (NLCD 2001) is a 16-class (additional four classes in Alaska only) land cover classification scheme that has been applied consistently across all 50 United States and Puerto Rico at a spatial resolution of 30 meters.","USGS National Land Cover Database ",9e6bb0c2-646e-4a52-90ec-822cc06764a9
"Social Vulnerability Index (2006-2010 ) -- U.S. (Florida) ","295","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_FL.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",9fbec20c-d97c-4c01-9d1a-15a139d97e5a
"Social Vulnerability Index (2006-2010) -- U.S. (California) ","292","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_CA.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",9ffd4d67-bf2f-4afb-96e8-588ec0f275c0
"USGS Land Cover - Impervious Surface (2006) -- U.S. ","286","Fry, J., Xian, G., Jin, S., Dewitz, J., Homer, C., Yang, L., Barnes, C., Herold, N., and Wickham, J., 2011. Completion of the 2006 National Land Cover Database for the Conterminous United States, PE&RS, Vol. 77(9):858-864. ","","NLCD 2006 is based primarily on a decision-tree classification of circa 2006 Landsat satellite data. NLCD 2006 also quantifies land cover change between the years 2001 to 2006. The NLCD2006 land cover change product was generated by comparing spectral characteristics of Landsat imagery between 2001 and 2006, on an individual path/row basis, using protocols to identify and label change based on the trajectory from NLCD 2001 products. ","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd06_data.php","National Land Cover Database 2006 (NLCD 2006) is a 16-class land cover classification scheme that has been applied consistently across the conterminous United States at a spatial resolution of 30 meters.","USGS National Land Cover Database ",a1e408ef-d8b9-406a-a5f5-6ee5d2368142
"Palmer Drought Severity Index -- U.S.","190","Palmer, W.C., 1965: Meteorological drought. Research Paper No. 45. U.S. Weather Bureau. [NOAA Library and Information Services Division, Washington, D.C. 20852]","","","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://www.cpc.ncep.noaa.gov/products/monitoring_and_data/drought.shtml","The Palmer Drought Severity Index (PDSI) and Crop Moisture Index (CMI) are indices of the relative dryness or wetness affecting water sensitive economies. The data is provided in graphical and tabular formats, for the contiguous United States.","NOAA NCEI Indices",a3cae796-8dba-43b7-acb6-3a59acf29ccc
"USGS Land Cover (2001) -- U.S. ","321","Homer, C., Dewitz, J., Fry, J., Coan, M., Hossain, N., Larson, C., Herold, N., McKerrow, A., VanDriel, J.N., and Wickham, J. 2007. Completion of the 2001 National Land Cover Database for the Conterminous United States. Photogrammetric Engineering and Remote Sensing, Vol. 73, No. 4, pp 337-341. ","","NLCD 2001 is based primarily on a decision-tree classification of circa 2001 Landsat satellite data. NLCD 2001 improves on NLCD92 in that it is comprised of three different elements: land cover, percent developed impervious surface and percent tree canopy density. NLCD 2001 also uses improved classification algorithms, which have resulted in data with more precise rendering of spatial boundaries between the land cover classes.","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd01_data.php","National Land Cover Database 2001 (NLCD 2001) is a 16-class (additional four classes in Alaska only) land cover classification scheme that has been applied consistently across all 50 United States and Puerto Rico at a spatial resolution of 30 meters.","USGS National Land Cover Database",a5505ccf-70b3-4f26-a1d2-0c4d62f3839f
"Hurricane Tracks - Cat 1-2 Hurricanes Small Scale (1848-present) -- Global","332","","","Users may use this site to search for storms by location, ocean basin, hurricane category/scale, storm name, and atmospheric pressure.","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/hurricanes/","This Historical Hurricane Tracks web site provides visualizations of storm tracks derived from the 6-hourly (0000, 0600, 1200, 1800 UTC) center locations and intensities for subtropical depressions and storms, extratropical storms, tropical depressions and storms, and all hurricanes, from 1848 through the previous Atlantic hurricane season (June 1 through November 30) as recorded in the International Best Track Archive for Climate Stewardship (IBTrACS, http://www.ncdc.noaa.gov/oa/ibtracs/index.php) data set. ","IBTrACS Historical Hurricane Tracks",a5e50799-fbd1-4aca-b3fa-22a6f6fa7aad
"PERSIANN Precipitation Estimation -- Global","168","http://dx.doi.org/10.7289/V51V5BWQ","","The data covers from 60 degrees S to 60 degrees N and 0 degrees to 360 degrees longitude at 0.25 degree spatial resolution. The product is developed using Gridded Satellite (GridSat-B1) IR data that are derived from merging ISCCP B1 IR data, along with GPCP version 2.2.","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://gis.ncdc.noaa.gov/geoportal/catalog/search/resource/details.page?id=gov.noaa.ncdc:C00854","PERSIANN Precipitation Climate Data Record (PERSIANN-CDR) is a daily quasi-global precipitation product for the period of 1982 to 2011.","NOAA Climate Data Record (Version 1 Revision 2)",a65ed98a-6370-4791-bc29-602f1185e349
"Temperature Maximum -- U.S. (Regional)","192","","","","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://www.cpc.ncep.noaa.gov/products/analysis_monitoring/regional_monitoring/usa.shtml","Current, 3-Month, 6-Month, 12-Month, Year-to-Date  Regional Temperature Rank Maps","NOAA NCEI Indices",a6876287-7afb-4f8c-9788-65d2528e8a23
"USGS Land Cover (2011) -- U.S. (Alaska)","280","Homer, C.G., Dewitz, J.A., Yang, L., Jin, S., Danielson, P., Xian, G., Coulston, J., Herold, N.D., Wickham, J.D., and Megown, K., 2015, Completion of the 2011 National Land Cover Database for the conterminous United States-Representing a decade of land cover change information. Photogrammetric Engineering and Remote Sensing, v. 81, no. 5, p. 345-354 ","","As with two previous NLCD land cover products NLCD 2011 keeps the same 16-class land cover classification scheme that has been applied consistently across the United States at a spatial resolution of 30 meters. NLCD 2011 is based primarily on a decision-tree classification of circa 2011 Landsat satellite data. ","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd11_data.php","National Land Cover Database 2011 (NLCD 2011) is the most recent national land cover product created by the Multi-Resolution Land Characteristics (MRLC) Consortium. NLCD 2011 provides - for the first time - the capability to assess wall-to-wall, spatially explicit, national land cover changes and trends across the United States from 2001 to 2011. ","USGS National Land Cover Database",a9514e98-882c-4a6b-bb78-e91a7f83d073
